0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
KASHMIR,JAMMU,&,"KASHMIR,","JAMMU,",JAMMU,&,KASHMIR,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,
1,30,31,284,61,66,91,246,121,27,151,221,181,212,211,267,241,91,271,559,,,,,,,
2,98,32,37,62,102,92,106,122,330,152,91,182,508,212,139,242,224,272,53,,,,,,,
3,495,33,325,63,49,93,203,123,485,153,30,183,105,213,387,243,254,273,45,,,,,,,
4,249,34,191,64,127,94,280,124,123,154,152,184,57,214,522,244,124,274,446,,,,,,,
5,210,35,242,65,132,95,90,125,93,155,210,185,191,215,446,245,47,275,40,,,,,,,
6,350,36,288,66,483,96,259,126,388,156,114,186,146,216,20,246,132,276,96,,,,,,,
7,132,37,100,67,75,97,331,127,326,157,75,187,226,217,218,247,390,277,41,,,,,,,
8,108,38,248,68,81,98,40,128,177,158,210,188,158,218,375,248,179,278,79,,,,,,,
9,110,39,152,69,50,99,102,129,312,159,132,189,49,219,266,249,409,279,119,,,,,,,
10,518,40,353,70,204,100,580,130,87,160,206,190,227,220,90,250,131,280,52,,,,,,,
11,156,41,351,71,46,101,433,131,315,161,295,191,95,221,325,251,79,281,239,,,,,,,
12,42,42,139,72,59,102,196,132,350,162,95,192,130,222,59,252,47,282,41,,,,,,,
13,83,43,22,73,57,103,171,133,87,163,280,193,110,223,382,253,388,283,100,,,,,,,
14,30,44,259,74,75,104,365,134,392,164,179,194,126,224,501,254,90,284,98,,,,,,,
15,449,45,137,75,118,105,241,135,207,165,517,195,115,225,461,255,315,285,82,,,,,,,
16,385,46,377,76,135,106,358,136,283,166,53,196,122,226,103,256,147,286,170,,,,,,,
17,9,47,218,77,286,107,169,137,103,167,25,197,62,227,35,257,64,287,346,,,,,,,
18,95,48,421,78,145,108,110,138,165,168,92,198,92,228,58,258,74,288,104,,,,,,,
19,242,49,616,79,230,109,209,139,152,169,131,199,10,229,80,259,73,289,55,,,,,,,
20,48,50,224,80,283,110,39,140,415,170,311,200,381,230,147,260,75,290,176,,,,,,,
21,152,51,234,81,40,111,40,141,216,171,76,201,512,231,112,261,181,291,80,,,,,,,
22,151,52,13,82,151,112,581,142,88,172,212,202,224,232,314,262,55,292,319,,,,,,,
23,376,53,44,83,191,113,60,143,73,173,415,203,90,233,96,263,15,293,89,,,,,,,
24,69,54,589,84,272,114,371,144,174,174,310,204,114,234,430,264,167,294,201,,,,,,,
25,624,55,105,85,80,115,192,145,82,175,80,205,97,235,485,265,201,295,391,,,,,,,
26,116,56,76,86,388,116,35,146,250,176,293,206,181,236,133,266,108,296,539,,,,,,,
27,56,57,372,87,181,117,92,147,40,177,12,207,196,237,290,267,95,297,131,,,,,,,
28,519,58,392,88,146,118,125,148,54,178,408,208,330,238,231,268,154,298,60,,,,,,,
29,49,59,240,89,313,119,136,149,35,179,94,209,208,239,-1,269,264,299,316,,,,,,,
30,108,60,52,90,95,120,237,150,112,180,27,210,39,240,149,270,224,300,174,,,,,,,
Centre:,250105,STEPHENS,INTL,PUB,SCH,NIHALPUR,KULLIAN,"J&K,",STEPHENS,INTERNATIONAL,PUBLIC,SCHOOL,NIHALPUR,KULLIAN,MIRAN,SAHIB,R.S.,PURA,JAMMU,&,NEET,(UG),2024,Page,No.,2
KASHMIR,JAMMU,&,"KASHMIR,","JAMMU,",JAMMU,&,KASHMIR,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,
301,52,331,70,361,68,391,161,421,36,451,57,481,200,,,,,,,,,,,,,
302,494,332,26,362,148,392,57,422,53,452,81,482,191,,,,,,,,,,,,,
303,155,333,141,363,337,393,212,423,83,453,73,,,,,,,,,,,,,,,
304,93,334,36,364,437,394,26,424,614,454,34,,,,,,,,,,,,,,,
305,35,335,283,365,413,395,29,425,512,455,89,,,,,,,,,,,,,,,
306,227,336,297,366,41,396,401,426,200,456,98,,,,,,,,,,,,,,,
307,190,337,178,367,176,397,163,427,80,457,158,,,,,,,,,,,,,,,
308,160,338,175,368,50,398,40,428,231,458,434,,,,,,,,,,,,,,,
309,84,339,67,369,258,399,322,429,315,459,311,,,,,,,,,,,,,,,
310,34,340,529,370,503,400,288,430,95,460,94,,,,,,,,,,,,,,,
311,100,341,428,371,44,401,57,431,386,461,281,,,,,,,,,,,,,,,
312,343,342,249,372,311,402,421,432,210,462,50,,,,,,,,,,,,,,,
313,110,343,112,373,-9,403,116,433,120,463,103,,,,,,,,,,,,,,,
314,31,344,405,374,79,404,59,434,51,464,74,,,,,,,,,,,,,,,
315,150,345,217,375,127,405,202,435,168,465,57,,,,,,,,,,,,,,,
316,185,346,111,376,126,406,82,436,135,466,234,,,,,,,,,,,,,,,
317,230,347,322,377,178,407,177,437,190,467,251,,,,,,,,,,,,,,,
318,96,348,128,378,124,408,224,438,416,468,241,,,,,,,,,,,,,,,
319,57,349,137,379,21,409,151,439,90,469,274,,,,,,,,,,,,,,,
320,48,350,177,380,79,410,35,440,500,470,307,,,,,,,,,,,,,,,
321,136,351,75,381,101,411,408,441,222,471,240,,,,,,,,,,,,,,,
322,110,352,194,382,165,412,161,442,589,472,70,,,,,,,,,,,,,,,
323,408,353,600,383,299,413,155,443,358,473,605,,,,,,,,,,,,,,,
324,595,354,276,384,18,414,26,444,90,474,342,,,,,,,,,,,,,,,
325,180,355,129,385,147,415,460,445,97,475,45,,,,,,,,,,,,,,,
326,514,356,54,386,50,416,302,446,408,476,95,,,,,,,,,,,,,,,
327,196,357,347,387,364,417,149,447,478,477,162,,,,,,,,,,,,,,,
328,244,358,244,388,196,418,196,448,473,478,218,,,,,,,,,,,,,,,
329,97,359,51,389,48,419,137,449,60,479,160,,,,,,,,,,,,,,,
330,102,360,90,390,93,420,289,450,193,480,-15,,,,,,,,,,,,,,,
