0,1,2,3,4,5,6,7,8,9,10,11,12,13
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,99,31,35,61,171,91,126,121,102,151,394,181,33
2,48,32,173,62,519,92,129,122,135,152,67,182,341
3,72,33,41,63,45,93,51,123,128,153,58,183,77
4,95,34,27,64,288,94,51,124,57,154,65,184,171
5,-1,35,151,65,324,95,54,125,83,155,54,185,121
6,61,36,44,66,115,96,40,126,64,156,44,186,192
7,36,37,168,67,424,97,51,127,197,157,70,187,41
8,323,38,233,68,30,98,115,128,35,158,26,188,104
9,77,39,405,69,56,99,32,129,305,159,70,189,198
10,97,40,43,70,68,100,-9,130,58,160,61,190,40
11,0,41,60,71,59,101,150,131,139,161,52,191,55
12,100,42,90,72,63,102,124,132,47,162,42,192,361
13,122,43,120,73,143,103,80,133,60,163,603,193,33
14,125,44,340,74,85,104,69,134,123,164,107,194,171
15,42,45,178,75,22,105,130,135,102,165,174,195,70
16,75,46,316,76,66,106,69,136,218,166,30,196,193
17,82,47,85,77,157,107,50,137,40,167,110,197,85
18,75,48,153,78,51,108,239,138,36,168,176,198,115
19,80,49,57,79,38,109,89,139,69,169,160,199,40
20,105,50,58,80,62,110,96,140,50,170,121,200,46
21,198,51,45,81,137,111,123,141,162,171,114,,
22,59,52,134,82,63,112,525,142,84,172,104,,
23,46,53,80,83,323,113,111,143,139,173,55,,
24,89,54,95,84,55,114,224,144,108,174,74,,
25,33,55,188,85,152,115,60,145,68,175,-4,,
26,55,56,56,86,406,116,91,146,576,176,248,,
27,105,57,30,87,115,117,120,147,82,177,196,,
28,139,58,88,88,41,118,325,148,147,178,55,,
29,59,59,24,89,43,119,70,149,96,179,83,,
30,105,60,25,90,314,120,377,150,70,180,97,,
