0,1,2,3,4,5,6,7,8,9,10,11,12,13
"BAREILLY,",UTTAR,PRADESH,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,31,31,129,61,70,91,96,121,39,151,198,181,125
2,504,32,292,62,32,92,50,122,106,152,219,182,59
3,62,33,80,63,83,93,84,123,79,153,6,183,103
4,158,34,82,64,49,94,50,124,76,154,583,184,25
5,82,35,85,65,6,95,27,125,287,155,30,185,113
6,20,36,124,66,248,96,55,126,200,156,41,186,129
7,62,37,82,67,94,97,13,127,96,157,55,,
8,287,38,71,68,114,98,73,128,119,158,266,,
9,671,39,143,69,55,99,306,129,44,159,279,,
10,568,40,330,70,35,100,89,130,35,160,48,,
11,60,41,264,71,94,101,176,131,85,161,38,,
12,45,42,110,72,44,102,337,132,97,162,73,,
13,50,43,87,73,139,103,209,133,12,163,124,,
14,323,44,5,74,47,104,52,134,50,164,30,,
15,20,45,34,75,111,105,90,135,346,165,65,,
16,205,46,110,76,10,106,154,136,120,166,71,,
17,47,47,248,77,124,107,55,137,299,167,84,,
18,523,48,114,78,197,108,96,138,72,168,103,,
19,97,49,65,79,30,109,120,139,100,169,59,,
20,578,50,311,80,90,110,23,140,86,170,49,,
21,191,51,74,81,126,111,344,141,26,171,2,,
22,182,52,117,82,4,112,75,142,61,172,33,,
23,180,53,75,83,111,113,107,143,40,173,38,,
24,128,54,77,84,63,114,77,144,21,174,49,,
25,71,55,68,85,125,115,281,145,149,175,110,,
26,43,56,34,86,659,116,180,146,65,176,217,,
27,660,57,111,87,296,117,55,147,40,177,120,,
28,85,58,56,88,37,118,107,148,509,178,244,,
29,71,59,47,89,72,119,93,149,389,179,67,,
30,126,60,304,90,144,120,46,150,70,180,111,,
