0,1,2,3,4,5,6,7,8,9,10,11,12,13
COLONY,TEH.,HUZUR,BHOPAL,"MP,","BHOPAL,",MADHYA,PRADESH,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,311,31,242,61,110,91,249,121,24,151,67,181,30
2,112,32,68,62,88,92,307,122,43,152,85,182,81
3,325,33,100,63,205,93,70,123,41,153,265,183,139
4,74,34,98,64,297,94,11,124,80,154,115,184,81
5,85,35,166,65,228,95,85,125,40,155,60,185,668
6,166,36,379,66,17,96,55,126,47,156,40,186,51
7,24,37,54,67,278,97,316,127,270,157,546,187,136
8,95,38,95,68,183,98,271,128,151,158,119,188,254
9,110,39,309,69,216,99,45,129,64,159,404,189,244
10,35,40,530,70,110,100,610,130,66,160,344,190,159
11,70,41,86,71,254,101,75,131,244,161,678,191,200
12,169,42,36,72,104,102,128,132,80,162,34,192,25
13,182,43,32,73,164,103,320,133,281,163,671,193,110
14,65,44,634,74,163,104,185,134,401,164,46,194,576
15,52,45,70,75,181,105,77,135,212,165,44,195,90
16,31,46,57,76,110,106,509,136,332,166,38,196,30
17,60,47,60,77,351,107,60,137,162,167,551,197,518
18,31,48,30,78,129,108,73,138,-45,168,346,198,369
19,239,49,23,79,42,109,49,139,489,169,50,199,142
20,66,50,22,80,55,110,91,140,56,170,35,200,323
21,84,51,243,81,80,111,25,141,248,171,246,201,378
22,468,52,7,82,78,112,39,142,60,172,79,202,214
23,70,53,513,83,392,113,48,143,126,173,151,203,102
24,86,54,112,84,72,114,404,144,127,174,85,204,264
25,75,55,31,85,270,115,656,145,71,175,269,205,50
26,55,56,17,86,63,116,337,146,170,176,255,206,274
27,167,57,332,87,243,117,114,147,90,177,126,207,195
28,226,58,40,88,45,118,153,148,142,178,65,208,85
29,80,59,30,89,20,119,43,149,105,179,73,209,50
30,80,60,510,90,88,120,25,150,218,180,32,210,59
