0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
RAJASTHAN,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,616,31,113,61,152,91,396,121,69,151,35,181,199,211,148
2,619,32,65,62,373,92,52,122,92,152,109,182,141,,
3,60,33,127,63,40,93,229,123,204,153,625,183,49,,
4,311,34,583,64,428,94,51,124,106,154,344,184,464,,
5,405,35,422,65,354,95,179,125,319,155,159,185,616,,
6,237,36,374,66,255,96,373,126,151,156,295,186,72,,
7,101,37,75,67,581,97,491,127,310,157,234,187,85,,
8,46,38,551,68,175,98,108,128,65,158,285,188,296,,
9,84,39,169,69,163,99,48,129,201,159,145,189,93,,
10,223,40,511,70,52,100,173,130,218,160,277,190,230,,
11,90,41,101,71,573,101,148,131,259,161,612,191,134,,
12,416,42,80,72,11,102,40,132,31,162,343,192,224,,
13,162,43,77,73,181,103,498,133,136,163,467,193,510,,
14,88,44,74,74,159,104,141,134,283,164,123,194,533,,
15,261,45,89,75,217,105,161,135,403,165,111,195,56,,
16,309,46,216,76,166,106,242,136,52,166,245,196,490,,
17,172,47,172,77,72,107,296,137,157,167,40,197,477,,
18,130,48,633,78,104,108,622,138,327,168,31,198,90,,
19,519,49,551,79,311,109,677,139,263,169,107,199,372,,
20,19,50,75,80,303,110,488,140,70,170,25,200,615,,
21,176,51,30,81,296,111,100,141,109,171,149,201,152,,
22,531,52,96,82,93,112,170,142,47,172,77,202,237,,
23,173,53,56,83,384,113,361,143,125,173,143,203,76,,
24,437,54,32,84,140,114,59,144,138,174,228,204,125,,
25,172,55,70,85,195,115,179,145,197,175,140,205,65,,
26,13,56,27,86,34,116,188,146,73,176,680,206,394,,
27,434,57,102,87,155,117,69,147,98,177,686,207,493,,
28,471,58,79,88,50,118,319,148,340,178,375,208,606,,
29,215,59,89,89,209,119,21,149,78,179,18,209,90,,
30,104,60,116,90,442,120,83,150,359,180,545,210,51,,
