0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
UTTARAKHAND,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,237,31,293,61,667,91,20,121,301,151,203,181,102,211,122,241,79
2,96,32,95,62,40,92,266,122,214,152,20,182,131,212,50,242,116
3,79,33,271,63,170,93,65,123,34,153,446,183,118,213,15,243,200
4,134,34,86,64,465,94,243,124,516,154,610,184,42,214,90,244,106
5,630,35,235,65,55,95,43,125,434,155,325,185,49,215,171,245,73
6,99,36,619,66,434,96,70,126,151,156,42,186,50,216,87,246,40
7,84,37,406,67,57,97,54,127,44,157,35,187,149,217,-1,247,71
8,134,38,343,68,84,98,111,128,284,158,422,188,46,218,111,248,261
9,89,39,112,69,354,99,60,129,150,159,35,189,217,219,-3,249,555
10,45,40,442,70,62,100,267,130,339,160,68,190,70,220,75,250,83
11,107,41,71,71,95,101,70,131,48,161,90,191,317,221,541,251,330
12,53,42,59,72,607,102,273,132,20,162,44,192,212,222,73,252,25
13,17,43,105,73,95,103,212,133,65,163,127,193,91,223,60,,
14,161,44,455,74,122,104,104,134,315,164,45,194,75,224,34,,
15,86,45,252,75,432,105,57,135,122,165,145,195,210,225,44,,
16,53,46,123,76,117,106,361,136,360,166,115,196,58,226,71,,
17,96,47,125,77,70,107,430,137,105,167,120,197,60,227,359,,
18,490,48,432,78,550,108,46,138,54,168,25,198,31,228,140,,
19,125,49,317,79,311,109,365,139,64,169,332,199,26,229,75,,
20,69,50,48,80,100,110,93,140,8,170,314,200,66,230,90,,
21,155,51,316,81,214,111,100,141,20,171,47,201,75,231,120,,
22,111,52,257,82,72,112,101,142,61,172,69,202,33,232,108,,
23,326,53,115,83,104,113,496,143,36,173,209,203,46,233,386,,
24,95,54,70,84,123,114,350,144,75,174,297,204,20,234,15,,
25,115,55,90,85,435,115,125,145,404,175,49,205,233,235,46,,
26,331,56,382,86,546,116,57,146,134,176,387,206,70,236,63,,
27,90,57,43,87,67,117,45,147,402,177,91,207,129,237,260,,
28,322,58,42,88,81,118,467,148,80,178,348,208,631,238,53,,
29,447,59,15,89,156,119,114,149,40,179,29,209,366,239,150,,
30,102,60,295,90,329,120,531,150,283,180,99,210,85,240,76,,
