0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
O,IDUKKI,KERALA.,"685508,","IDUKKI,",KERALA,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,478,31,125,61,175,91,668,121,154,151,107,181,235,211,486,241,86
2,78,32,184,62,341,92,61,122,192,152,-6,182,259,212,161,242,102
3,98,33,134,63,130,93,64,123,176,153,150,183,116,213,84,243,21
4,157,34,314,64,37,94,85,124,46,154,69,184,259,214,209,244,441
5,120,35,614,65,104,95,62,125,177,155,226,185,167,215,82,245,115
6,390,36,105,66,142,96,83,126,115,156,154,186,159,216,110,246,147
7,75,37,607,67,142,97,205,127,314,157,94,187,345,217,75,247,559
8,55,38,60,68,425,98,110,128,380,158,15,188,157,218,202,248,110
9,165,39,94,69,179,99,146,129,238,159,71,189,566,219,50,249,302
10,85,40,105,70,90,100,66,130,190,160,44,190,37,220,122,250,180
11,569,41,47,71,160,101,105,131,179,161,155,191,95,221,130,251,491
12,97,42,265,72,367,102,454,132,160,162,155,192,306,222,330,252,61
13,165,43,162,73,-3,103,57,133,206,163,97,193,80,223,118,253,29
14,146,44,200,74,150,104,60,134,108,164,181,194,379,224,170,254,482
15,55,45,23,75,162,105,60,135,170,165,193,195,97,225,90,255,641
16,194,46,70,76,56,106,160,136,146,166,-1,196,85,226,325,256,121
17,70,47,180,77,130,107,49,137,65,167,125,197,230,227,216,257,365
18,115,48,55,78,120,108,322,138,55,168,270,198,192,228,447,258,187
19,119,49,99,79,188,109,495,139,151,169,95,199,166,229,26,,
20,126,50,60,80,68,110,330,140,56,170,123,200,97,230,169,,
21,325,51,70,81,306,111,73,141,187,171,45,201,165,231,100,,
22,115,52,151,82,75,112,139,142,476,172,44,202,65,232,102,,
23,47,53,80,83,95,113,115,143,448,173,60,203,206,233,176,,
24,375,54,614,84,50,114,65,144,320,174,375,204,123,234,240,,
25,75,55,40,85,252,115,84,145,454,175,140,205,190,235,168,,
26,458,56,26,86,136,116,97,146,160,176,170,206,111,236,20,,
27,155,57,119,87,178,117,303,147,318,177,510,207,111,237,96,,
28,330,58,96,88,150,118,55,148,100,178,542,208,144,238,130,,
29,99,59,412,89,282,119,115,149,131,179,242,209,59,239,132,,
30,139,60,668,90,110,120,138,150,65,180,255,210,50,240,71,,
