0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,385,31,327,61,253,91,233,121,40,151,341,181,424,211,74
2,401,32,180,62,72,92,84,122,45,152,343,182,31,212,219
3,57,33,81,63,64,93,192,123,127,153,102,183,165,213,422
4,248,34,462,64,60,94,213,124,31,154,127,184,150,214,54
5,47,35,104,65,60,95,19,125,203,155,105,185,278,215,87
6,647,36,87,66,369,96,84,126,215,156,80,186,58,216,103
7,78,37,186,67,125,97,360,127,141,157,231,187,144,217,82
8,75,38,140,68,416,98,82,128,209,158,68,188,80,218,443
9,425,39,53,69,93,99,144,129,113,159,256,189,78,219,42
10,68,40,209,70,83,100,609,130,96,160,154,190,108,220,130
11,153,41,126,71,183,101,515,131,116,161,112,191,447,221,81
12,305,42,92,72,54,102,97,132,147,162,171,192,85,222,111
13,160,43,330,73,291,103,135,133,26,163,106,193,65,223,492
14,43,44,102,74,80,104,30,134,84,164,58,194,93,224,87
15,579,45,407,75,316,105,95,135,42,165,153,195,75,225,77
16,279,46,560,76,352,106,294,136,256,166,364,196,72,226,244
17,410,47,151,77,546,107,629,137,30,167,50,197,338,227,91
18,75,48,84,78,21,108,464,138,152,168,95,198,65,228,80
19,205,49,131,79,139,109,53,139,68,169,268,199,202,229,167
20,40,50,69,80,29,110,151,140,296,170,72,200,156,,
21,216,51,29,81,144,111,85,141,439,171,175,201,90,,
22,88,52,509,82,28,112,110,142,95,172,157,202,38,,
23,484,53,483,83,66,113,47,143,54,173,139,203,347,,
24,522,54,212,84,112,114,42,144,105,174,164,204,534,,
25,130,55,622,85,116,115,574,145,212,175,73,205,155,,
26,89,56,298,86,270,116,60,146,234,176,102,206,56,,
27,51,57,110,87,131,117,107,147,125,177,398,207,185,,
28,54,58,94,88,45,118,135,148,624,178,284,208,110,,
29,105,59,138,89,75,119,60,149,34,179,213,209,76,,
30,150,60,180,90,152,120,56,150,162,180,148,210,203,,
