0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,74,31,37,61,83,91,433,121,95,151,266,181,357,211,6,241,40
2,36,32,437,62,17,92,70,122,188,152,126,182,182,212,55,242,115
3,20,33,48,63,53,93,84,123,106,153,53,183,246,213,338,243,85
4,100,34,78,64,111,94,150,124,155,154,105,184,20,214,35,244,135
5,65,35,56,65,85,95,95,125,108,155,123,185,151,215,44,245,85
6,72,36,146,66,95,96,27,126,101,156,82,186,125,216,65,246,46
7,141,37,300,67,82,97,135,127,102,157,120,187,70,217,74,247,135
8,28,38,62,68,75,98,71,128,186,158,228,188,74,218,104,248,44
9,100,39,44,69,283,99,108,129,320,159,116,189,185,219,60,249,88
10,167,40,73,70,198,100,93,130,330,160,112,190,100,220,161,250,42
11,168,41,58,71,106,101,35,131,107,161,90,191,172,221,471,251,94
12,83,42,108,72,55,102,150,132,436,162,90,192,298,222,65,252,152
13,138,43,296,73,107,103,35,133,75,163,60,193,59,223,49,253,125
14,198,44,85,74,22,104,217,134,70,164,102,194,120,224,75,254,404
15,83,45,10,75,53,105,105,135,46,165,60,195,105,225,207,255,126
16,129,46,69,76,158,106,68,136,26,166,158,196,131,226,180,256,83
17,448,47,306,77,63,107,20,137,100,167,126,197,125,227,52,257,91
18,37,48,99,78,84,108,44,138,15,168,83,198,136,228,228,258,110
19,21,49,20,79,141,109,69,139,407,169,118,199,104,229,358,259,90
20,38,50,26,80,88,110,126,140,301,170,126,200,238,230,124,260,115
21,45,51,112,81,113,111,38,141,102,171,156,201,37,231,84,261,166
22,142,52,118,82,51,112,58,142,14,172,70,202,110,232,407,,
23,184,53,183,83,45,113,96,143,135,173,375,203,311,233,23,,
24,53,54,276,84,118,114,135,144,92,174,8,204,38,234,460,,
25,-10,55,90,85,92,115,258,145,73,175,113,205,60,235,83,,
26,33,56,107,86,50,116,68,146,86,176,120,206,161,236,228,,
27,76,57,88,87,93,117,218,147,38,177,52,207,61,237,81,,
28,64,58,102,88,235,118,128,148,145,178,74,208,80,238,91,,
29,175,59,142,89,122,119,35,149,137,179,86,209,300,239,336,,
30,88,60,34,90,85,120,199,150,458,180,193,210,96,240,69,,
