0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,252,31,36,61,59,91,162,121,264,151,80,181,52,211,215,241,90
2,13,32,41,62,87,92,73,122,60,152,227,182,95,212,53,242,131
3,12,33,13,63,40,93,-2,123,55,153,251,183,90,213,230,243,106
4,4,34,50,64,39,94,42,124,60,154,102,184,65,214,98,244,45
5,72,35,20,65,27,95,68,125,46,155,71,185,65,215,76,245,74
6,61,36,94,66,28,96,229,126,90,156,352,186,21,216,15,246,110
7,361,37,58,67,115,97,40,127,46,157,146,187,90,217,24,247,67
8,35,38,40,68,41,98,160,128,500,158,86,188,20,218,50,248,421
9,128,39,70,69,75,99,55,129,77,159,85,189,229,219,70,249,19
10,45,40,325,70,11,100,80,130,58,160,122,190,61,220,100,250,21
11,25,41,60,71,-1,101,3,131,85,161,146,191,29,221,15,251,23
12,302,42,21,72,124,102,80,132,27,162,7,192,41,222,87,252,88
13,-20,43,51,73,139,103,7,133,83,163,113,193,39,223,85,253,53
14,5,44,139,74,70,104,64,134,109,164,43,194,8,224,58,254,36
15,91,45,47,75,123,105,44,135,230,165,19,195,172,225,54,255,238
16,204,46,52,76,119,106,346,136,35,166,36,196,64,226,45,256,234
17,79,47,0,77,61,107,115,137,94,167,252,197,78,227,84,257,126
18,45,48,20,78,15,108,306,138,110,168,149,198,356,228,9,258,148
19,75,49,99,79,80,109,241,139,107,169,350,199,59,229,36,259,46
20,240,50,80,80,53,110,109,140,49,170,62,200,43,230,244,260,132
21,71,51,3,81,25,111,152,141,53,171,77,201,87,231,50,261,37
22,111,52,115,82,118,112,15,142,286,172,103,202,26,232,49,262,18
23,61,53,39,83,120,113,8,143,84,173,19,203,84,233,56,263,110
24,86,54,28,84,66,114,10,144,105,174,43,204,86,234,219,264,87
25,195,55,399,85,403,115,370,145,121,175,321,205,174,235,404,265,438
26,101,56,36,86,400,116,70,146,213,176,60,206,31,236,41,266,85
27,0,57,18,87,50,117,34,147,36,177,4,207,75,237,20,267,55
28,50,58,32,88,55,118,133,148,193,178,65,208,38,238,77,,
29,95,59,234,89,191,119,140,149,-25,179,27,209,69,239,148,,
30,177,60,201,90,5,120,223,150,77,180,331,210,47,240,10,,
