0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,163,31,389,61,96,91,81,121,80,151,20,181,25,211,56,241,185
2,105,32,59,62,277,92,118,122,182,152,390,182,18,212,106,242,181
3,298,33,110,63,23,93,491,123,223,153,74,183,182,213,124,243,152
4,118,34,37,64,420,94,70,124,126,154,335,184,519,214,556,244,42
5,24,35,131,65,549,95,93,125,92,155,170,185,35,215,424,245,569
6,7,36,84,66,172,96,101,126,81,156,140,186,71,216,383,246,504
7,60,37,118,67,376,97,648,127,55,157,60,187,35,217,40,247,67
8,390,38,63,68,50,98,207,128,245,158,113,188,184,218,110,248,93
9,197,39,85,69,207,99,34,129,440,159,40,189,66,219,48,249,125
10,65,40,44,70,126,100,157,130,368,160,56,190,590,220,116,250,45
11,48,41,75,71,586,101,159,131,528,161,109,191,633,221,360,251,103
12,285,42,52,72,257,102,36,132,461,162,187,192,59,222,286,252,205
13,55,43,315,73,23,103,547,133,102,163,142,193,36,223,286,253,20
14,65,44,78,74,240,104,86,134,149,164,202,194,67,224,252,254,226
15,20,45,34,75,22,105,79,135,50,165,409,195,136,225,363,255,35
16,152,46,158,76,113,106,30,136,30,166,20,196,336,226,77,256,143
17,18,47,42,77,70,107,601,137,174,167,53,197,90,227,411,257,22
18,166,48,84,78,184,108,304,138,31,168,550,198,316,228,82,258,126
19,250,49,52,79,246,109,579,139,274,169,532,199,36,229,457,259,5
20,42,50,78,80,167,110,65,140,118,170,-41,200,50,230,25,260,407
21,218,51,-20,81,14,111,311,141,13,171,61,201,549,231,163,261,65
22,611,52,93,82,40,112,80,142,73,172,286,202,46,232,71,262,50
23,344,53,92,83,457,113,468,143,13,173,343,203,45,233,174,263,632
24,9,54,35,84,365,114,72,144,85,174,104,204,26,234,160,264,254
25,65,55,307,85,180,115,115,145,56,175,189,205,130,235,201,265,157
26,-10,56,470,86,482,116,216,146,44,176,113,206,101,236,35,,
27,35,57,215,87,674,117,680,147,78,177,50,207,24,237,606,,
28,35,58,45,88,235,118,59,148,295,178,571,208,96,238,246,,
29,49,59,513,89,589,119,666,149,13,179,181,209,39,239,50,,
30,100,60,16,90,125,120,97,150,192,180,274,210,30,240,49,,
