0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
29,10,59,152,89,222,119,129,149,59,179,526,209,59,239,84,269,218,299,114,,,,,,,,,,,
30,58,60,46,90,423,120,254,150,338,180,603,210,87,240,147,270,124,300,120,,,,,,,,,,,
Centre:,311528,DR,D,Y,PATIL,PUBLIC,SCHOOL,PIMPRI,PUNE,"MR,",DR,DY,PATIL,PUBLIC,SCHOOL,SANT,TUKARAM,NAGAR,PIMPRI,HAVELI,PUNE,BEHIND,YCM,"HOSPITAL,",NEET,(UG),2024,Page,No.,2
"PUNE,",MAHARASHTRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,,,,,,
301,146,331,631,361,57,391,19,421,6,451,130,,,,,,,,,,,,,,,,,,,
302,68,332,237,362,66,392,675,422,162,452,383,,,,,,,,,,,,,,,,,,,
303,81,333,91,363,169,393,83,423,37,453,555,,,,,,,,,,,,,,,,,,,
304,505,334,109,364,593,394,477,424,324,454,437,,,,,,,,,,,,,,,,,,,
305,0,335,142,365,145,395,182,425,74,455,118,,,,,,,,,,,,,,,,,,,
306,90,336,79,366,130,396,527,426,128,456,299,,,,,,,,,,,,,,,,,,,
307,9,337,700,367,267,397,259,427,135,457,15,,,,,,,,,,,,,,,,,,,
308,76,338,99,368,71,398,429,428,292,458,101,,,,,,,,,,,,,,,,,,,
309,121,339,100,369,31,399,115,429,596,459,378,,,,,,,,,,,,,,,,,,,
310,62,340,161,370,637,400,476,430,569,460,127,,,,,,,,,,,,,,,,,,,
311,95,341,86,371,136,401,111,431,57,461,66,,,,,,,,,,,,,,,,,,,
312,77,342,259,372,56,402,444,432,217,462,122,,,,,,,,,,,,,,,,,,,
313,213,343,102,373,89,403,489,433,661,463,556,,,,,,,,,,,,,,,,,,,
314,212,344,236,374,132,404,263,434,215,464,159,,,,,,,,,,,,,,,,,,,
315,281,345,198,375,66,405,93,435,47,465,-5,,,,,,,,,,,,,,,,,,,
316,67,346,59,376,385,406,95,436,322,466,176,,,,,,,,,,,,,,,,,,,
317,369,347,192,377,149,407,334,437,-18,467,485,,,,,,,,,,,,,,,,,,,
318,217,348,214,378,43,408,78,438,-7,468,119,,,,,,,,,,,,,,,,,,,
319,334,349,88,379,125,409,398,439,337,469,135,,,,,,,,,,,,,,,,,,,
320,153,350,132,380,65,410,254,440,72,,,,,,,,,,,,,,,,,,,,,
321,30,351,549,381,20,411,71,441,202,,,,,,,,,,,,,,,,,,,,,
322,106,352,64,382,404,412,183,442,73,,,,,,,,,,,,,,,,,,,,,
323,285,353,104,383,150,413,449,443,511,,,,,,,,,,,,,,,,,,,,,
324,70,354,180,384,46,414,218,444,106,,,,,,,,,,,,,,,,,,,,,
325,482,355,150,385,112,415,36,445,434,,,,,,,,,,,,,,,,,,,,,
326,271,356,111,386,234,416,299,446,298,,,,,,,,,,,,,,,,,,,,,
327,138,357,455,387,540,417,57,447,589,,,,,,,,,,,,,,,,,,,,,
328,168,358,166,388,152,418,222,448,253,,,,,,,,,,,,,,,,,,,,,
329,363,359,183,389,75,419,190,449,495,,,,,,,,,,,,,,,,,,,,,
330,41,360,164,390,158,420,245,450,429,,,,,,,,,,,,,,,,,,,,,
