0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,
1,653,31,422,61,198,91,598,121,157,151,603,181,292,211,67,241,333,271,478,,,,,,,
2,621,32,440,62,98,92,39,122,282,152,540,182,619,212,207,242,70,272,412,,,,,,,
3,28,33,690,63,370,93,314,123,590,153,505,183,642,213,588,243,63,273,331,,,,,,,
4,350,34,621,64,324,94,660,124,646,154,355,184,472,214,74,244,468,274,478,,,,,,,
5,492,35,37,65,401,95,146,125,501,155,546,185,66,215,53,245,554,275,186,,,,,,,
6,140,36,356,66,176,96,570,126,411,156,392,186,534,216,79,246,608,276,260,,,,,,,
7,111,37,462,67,151,97,376,127,474,157,403,187,216,217,390,247,230,277,415,,,,,,,
8,365,38,617,68,710,98,105,128,577,158,680,188,403,218,429,248,452,278,655,,,,,,,
9,289,39,695,69,619,99,85,129,600,159,220,189,111,219,250,249,219,279,232,,,,,,,
10,262,40,390,70,114,100,235,130,379,160,144,190,390,220,35,250,151,280,189,,,,,,,
11,680,41,108,71,155,101,215,131,391,161,628,191,70,221,177,251,540,281,492,,,,,,,
12,680,42,680,72,305,102,563,132,132,162,281,192,553,222,438,252,166,282,661,,,,,,,
13,283,43,649,73,211,103,80,133,110,163,290,193,405,223,416,253,489,283,161,,,,,,,
14,657,44,595,74,219,104,559,134,130,164,71,194,86,224,666,254,483,284,226,,,,,,,
15,148,45,607,75,405,105,363,135,453,165,265,195,179,225,117,255,83,285,20,,,,,,,
16,166,46,90,76,130,106,505,136,6,166,70,196,447,226,58,256,504,286,154,,,,,,,
17,298,47,332,77,584,107,700,137,646,167,611,197,462,227,291,257,601,287,221,,,,,,,
18,156,48,97,78,465,108,700,138,660,168,63,198,120,228,675,258,490,288,293,,,,,,,
19,388,49,145,79,393,109,660,139,179,169,393,199,203,229,576,259,82,289,244,,,,,,,
20,194,50,95,80,587,110,350,140,520,170,123,200,323,230,540,260,17,290,265,,,,,,,
21,382,51,428,81,23,111,59,141,414,171,486,201,394,231,543,261,435,291,261,,,,,,,
22,415,52,544,82,427,112,627,142,421,172,685,202,355,232,541,262,199,292,561,,,,,,,
23,465,53,59,83,171,113,430,143,35,173,525,203,451,233,437,263,675,293,636,,,,,,,
24,340,54,61,84,344,114,600,144,581,174,418,204,66,234,513,264,518,294,300,,,,,,,
25,22,55,587,85,367,115,252,145,577,175,210,205,545,235,71,265,491,295,392,,,,,,,
26,516,56,164,86,57,116,210,146,127,176,270,206,98,236,588,266,642,296,326,,,,,,,
27,517,57,512,87,84,117,352,147,271,177,479,207,344,237,701,267,124,297,314,,,,,,,
28,428,58,443,88,353,118,71,148,635,178,267,208,429,238,299,268,619,298,544,,,,,,,
29,184,59,675,89,179,119,551,149,501,179,458,209,650,239,464,269,360,299,152,,,,,,,
30,610,60,29,90,315,120,193,150,38,180,350,210,133,240,220,270,643,300,278,,,,,,,
Centre:,230614,DAV,POLICE,PUBLIC,"SCHOOL,",DAV,POLICE,PUBLIC,SCHOOL,NEW,POLICE,LINES,DELHI,BYE,PASS,ROAD,HISAR,"HARYANA,","HISSAR,",HARYANA,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,,,,
301,301,331,263,361,591,391,677,421,405,,,,,,,,,,,,,,,,,
302,340,332,225,362,519,392,569,422,213,,,,,,,,,,,,,,,,,
303,174,333,683,363,313,393,571,423,660,,,,,,,,,,,,,,,,,
304,162,334,656,364,310,394,199,424,223,,,,,,,,,,,,,,,,,
305,620,335,646,365,475,395,231,425,85,,,,,,,,,,,,,,,,,
306,645,336,136,366,268,396,258,426,330,,,,,,,,,,,,,,,,,
307,225,337,487,367,22,397,141,427,600,,,,,,,,,,,,,,,,,
308,686,338,391,368,225,398,348,428,662,,,,,,,,,,,,,,,,,
309,393,339,370,369,616,399,212,429,640,,,,,,,,,,,,,,,,,
310,172,340,592,370,538,400,386,430,408,,,,,,,,,,,,,,,,,
311,543,341,221,371,178,401,637,431,401,,,,,,,,,,,,,,,,,
312,569,342,449,372,45,402,256,432,625,,,,,,,,,,,,,,,,,
313,680,343,347,373,644,403,135,433,537,,,,,,,,,,,,,,,,,
314,104,344,534,374,205,404,531,434,152,,,,,,,,,,,,,,,,,
315,466,345,128,375,493,405,594,,,,,,,,,,,,,,,,,,,
316,601,346,521,376,604,406,138,,,,,,,,,,,,,,,,,,,
317,610,347,316,377,137,407,183,,,,,,,,,,,,,,,,,,,
318,445,348,278,378,547,408,457,,,,,,,,,,,,,,,,,,,
319,677,349,228,379,591,409,226,,,,,,,,,,,,,,,,,,,
320,654,350,236,380,305,410,363,,,,,,,,,,,,,,,,,,,
321,441,351,645,381,81,411,245,,,,,,,,,,,,,,,,,,,
322,248,352,367,382,165,412,296,,,,,,,,,,,,,,,,,,,
323,223,353,177,383,139,413,639,,,,,,,,,,,,,,,,,,,
324,250,354,179,384,563,414,109,,,,,,,,,,,,,,,,,,,
325,404,355,650,385,234,415,340,,,,,,,,,,,,,,,,,,,
326,267,356,345,386,367,416,89,,,,,,,,,,,,,,,,,,,
327,638,357,468,387,189,417,432,,,,,,,,,,,,,,,,,,,
328,613,358,663,388,323,418,665,,,,,,,,,,,,,,,,,,,
329,533,359,640,389,51,419,686,,,,,,,,,,,,,,,,,,,
330,381,360,376,390,583,420,238,,,,,,,,,,,,,,,,,,,
