0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,263,31,105,61,81,91,35,121,105,151,118,181,105,211,126,241,397
2,207,32,46,62,170,92,343,122,75,152,215,182,162,212,92,242,100
3,62,33,166,63,40,93,261,123,65,153,82,183,267,213,188,243,325
4,345,34,126,64,292,94,125,124,104,154,427,184,180,214,146,244,56
5,167,35,114,65,97,95,50,125,120,155,87,185,321,215,359,245,60
6,-15,36,117,66,185,96,498,126,47,156,11,186,57,216,63,246,221
7,124,37,45,67,54,97,158,127,50,157,125,187,88,217,56,247,171
8,62,38,72,68,65,98,100,128,149,158,405,188,178,218,378,248,202
9,56,39,206,69,464,99,262,129,1,159,305,189,17,219,453,249,51
10,137,40,10,70,171,100,120,130,100,160,89,190,110,220,35,250,75
11,38,41,40,71,490,101,91,131,86,161,95,191,361,221,29,,
12,50,42,198,72,426,102,90,132,38,162,290,192,364,222,252,,
13,231,43,407,73,159,103,126,133,144,163,40,193,72,223,128,,
14,80,44,200,74,171,104,66,134,424,164,165,194,37,224,60,,
15,205,45,37,75,351,105,189,135,55,165,233,195,-4,225,45,,
16,60,46,400,76,37,106,201,136,123,166,337,196,187,226,92,,
17,78,47,226,77,83,107,181,137,89,167,181,197,41,227,82,,
18,100,48,320,78,26,108,75,138,47,168,105,198,369,228,44,,
19,21,49,76,79,12,109,266,139,160,169,115,199,22,229,1,,
20,163,50,82,80,92,110,275,140,6,170,85,200,152,230,20,,
21,86,51,284,81,41,111,365,141,139,171,234,201,52,231,99,,
22,68,52,175,82,551,112,105,142,146,172,430,202,122,232,40,,
23,176,53,213,83,197,113,97,143,18,173,123,203,114,233,399,,
24,77,54,356,84,86,114,251,144,23,174,36,204,98,234,70,,
25,74,55,216,85,97,115,361,145,155,175,225,205,431,235,189,,
26,437,56,72,86,42,116,507,146,97,176,95,206,141,236,56,,
27,153,57,93,87,95,117,469,147,-5,177,243,207,78,237,102,,
28,120,58,70,88,85,118,50,148,62,178,110,208,49,238,62,,
29,251,59,132,89,102,119,90,149,60,179,589,209,350,239,409,,
30,100,60,257,90,500,120,166,150,106,180,54,210,468,240,35,,
