0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
MAHARASHTRA,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,
1,299,31,251,61,58,91,76,121,44,151,74,181,40,211,446,241,145,271,56,,,,
2,135,32,55,62,42,92,95,122,321,152,145,182,268,212,35,242,30,272,69,,,,
3,82,33,80,63,87,93,256,123,645,153,322,183,277,213,91,243,137,273,96,,,,
4,164,34,165,64,67,94,95,124,34,154,100,184,401,214,42,244,118,274,42,,,,
5,38,35,60,65,87,95,273,125,167,155,76,185,60,215,281,245,21,275,259,,,,
6,75,36,276,66,49,96,-6,126,30,156,476,186,80,216,110,246,77,276,110,,,,
7,14,37,45,67,45,97,470,127,121,157,139,187,87,217,188,247,77,277,438,,,,
8,100,38,1,68,35,98,176,128,32,158,53,188,70,218,63,248,110,278,64,,,,
9,85,39,45,69,172,99,28,129,53,159,47,189,111,219,125,249,322,279,383,,,,
10,301,40,27,70,105,100,355,130,184,160,611,190,67,220,11,250,510,280,54,,,,
11,68,41,61,71,481,101,224,131,344,161,143,191,202,221,92,251,61,281,242,,,,
12,8,42,434,72,360,102,665,132,182,162,35,192,54,222,195,252,292,282,99,,,,
13,40,43,442,73,15,103,183,133,78,163,55,193,82,223,363,253,90,283,444,,,,
14,40,44,21,74,198,104,85,134,34,164,89,194,-11,224,35,254,65,284,240,,,,
15,86,45,68,75,441,105,90,135,75,165,60,195,140,225,118,255,134,285,56,,,,
16,45,46,190,76,151,106,58,136,118,166,17,196,33,226,25,256,127,286,61,,,,
17,25,47,127,77,638,107,73,137,97,167,517,197,240,227,243,257,39,287,155,,,,
18,206,48,279,78,36,108,29,138,93,168,71,198,31,228,93,258,-13,288,83,,,,
19,18,49,67,79,40,109,96,139,13,169,95,199,23,229,127,259,15,289,71,,,,
20,65,50,384,80,60,110,133,140,57,170,54,200,63,230,140,260,391,290,627,,,,
21,75,51,33,81,614,111,342,141,114,171,40,201,91,231,282,261,421,291,91,,,,
22,349,52,103,82,38,112,235,142,123,172,65,202,208,232,20,262,70,292,263,,,,
23,75,53,190,83,82,113,-4,143,111,173,7,203,192,233,91,263,228,293,43,,,,
24,120,54,77,84,40,114,63,144,80,174,48,204,52,234,30,264,352,294,475,,,,
25,96,55,209,85,68,115,46,145,78,175,71,205,155,235,115,265,22,295,89,,,,
26,102,56,57,86,110,116,50,146,74,176,233,206,93,236,299,266,366,296,34,,,,
27,386,57,485,87,213,117,70,147,90,177,153,207,108,237,121,267,70,297,33,,,,
28,416,58,148,88,53,118,195,148,149,178,74,208,41,238,202,268,231,298,89,,,,
29,41,59,133,89,315,119,80,149,53,179,22,209,71,239,197,269,53,299,56,,,,
30,485,60,85,90,74,120,111,150,67,180,1,210,198,240,115,270,57,300,73,,,,
Centre:,310112,CHITRAKOOT,INTERNATIONAL,"SCHOOL,",DAREWADI,-,NARAYANDOHA,RAOD,NEAR,MIRC,GREEN,GAT,NO.201,AT,P.O.,"NIMBODI,","AHMEDNAGAR,",NEET,(UG),2024,Page,No.,2
MAHARASHTRA,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,,,,,,,
301,98,331,37,,,,,,,,,,,,,,,,,,,,
302,474,332,239,,,,,,,,,,,,,,,,,,,,
303,252,333,100,,,,,,,,,,,,,,,,,,,,
304,75,334,161,,,,,,,,,,,,,,,,,,,,
305,50,335,136,,,,,,,,,,,,,,,,,,,,
306,46,336,61,,,,,,,,,,,,,,,,,,,,
307,396,337,106,,,,,,,,,,,,,,,,,,,,
308,83,338,200,,,,,,,,,,,,,,,,,,,,
309,329,339,136,,,,,,,,,,,,,,,,,,,,
310,112,340,84,,,,,,,,,,,,,,,,,,,,
311,26,341,17,,,,,,,,,,,,,,,,,,,,
312,38,342,80,,,,,,,,,,,,,,,,,,,,
313,254,343,21,,,,,,,,,,,,,,,,,,,,
314,65,344,40,,,,,,,,,,,,,,,,,,,,
315,141,,,,,,,,,,,,,,,,,,,,,,
316,33,,,,,,,,,,,,,,,,,,,,,,
317,218,,,,,,,,,,,,,,,,,,,,,,
318,139,,,,,,,,,,,,,,,,,,,,,,
319,163,,,,,,,,,,,,,,,,,,,,,,
320,213,,,,,,,,,,,,,,,,,,,,,,
321,48,,,,,,,,,,,,,,,,,,,,,,
322,48,,,,,,,,,,,,,,,,,,,,,,
323,109,,,,,,,,,,,,,,,,,,,,,,
324,444,,,,,,,,,,,,,,,,,,,,,,
325,134,,,,,,,,,,,,,,,,,,,,,,
326,26,,,,,,,,,,,,,,,,,,,,,,
327,114,,,,,,,,,,,,,,,,,,,,,,
328,381,,,,,,,,,,,,,,,,,,,,,,
329,182,,,,,,,,,,,,,,,,,,,,,,
330,117,,,,,,,,,,,,,,,,,,,,,,
