0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"PUNJAB,","LUDHIANA,",PUNJAB,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,
1,142,31,150,61,115,91,23,121,139,151,188,181,423,211,98,241,302,271,170,,,,,,,,
2,480,32,255,62,490,92,85,122,447,152,79,182,118,212,85,242,373,272,217,,,,,,,,
3,71,33,75,63,256,93,160,123,105,153,313,183,292,213,122,243,398,273,53,,,,,,,,
4,152,34,172,64,96,94,204,124,39,154,48,184,47,214,75,244,143,274,515,,,,,,,,
5,417,35,280,65,586,95,429,125,221,155,100,185,397,215,285,245,158,275,229,,,,,,,,
6,321,36,158,66,181,96,260,126,259,156,41,186,120,216,187,246,217,276,62,,,,,,,,
7,52,37,38,67,265,97,244,127,98,157,350,187,192,217,125,247,76,277,258,,,,,,,,
8,60,38,76,68,137,98,59,128,244,158,366,188,79,218,282,248,235,278,155,,,,,,,,
9,430,39,227,69,431,99,149,129,281,159,154,189,110,219,145,249,21,279,103,,,,,,,,
10,70,40,161,70,90,100,147,130,291,160,120,190,285,220,42,250,191,280,166,,,,,,,,
11,61,41,155,71,321,101,649,131,96,161,95,191,421,221,224,251,57,281,120,,,,,,,,
12,109,42,95,72,469,102,316,132,40,162,523,192,180,222,329,252,165,282,150,,,,,,,,
13,19,43,328,73,376,103,269,133,283,163,216,193,572,223,280,253,456,283,570,,,,,,,,
14,483,44,373,74,247,104,221,134,110,164,42,194,140,224,423,254,312,284,297,,,,,,,,
15,68,45,650,75,164,105,356,135,170,165,150,195,174,225,100,255,407,285,167,,,,,,,,
16,85,46,268,76,63,106,107,136,614,166,176,196,198,226,153,256,248,286,138,,,,,,,,
17,88,47,102,77,90,107,393,137,181,167,73,197,285,227,163,257,168,287,119,,,,,,,,
18,28,48,206,78,135,108,294,138,186,168,302,198,283,228,73,258,100,288,82,,,,,,,,
19,282,49,125,79,526,109,569,139,335,169,145,199,155,229,539,259,88,289,260,,,,,,,,
20,116,50,171,80,170,110,74,140,204,170,671,200,210,230,176,260,516,290,83,,,,,,,,
21,362,51,75,81,129,111,197,141,202,171,191,201,140,231,165,261,128,291,104,,,,,,,,
22,329,52,85,82,78,112,297,142,310,172,102,202,435,232,66,262,334,292,115,,,,,,,,
23,228,53,41,83,18,113,313,143,313,173,175,203,190,233,150,263,123,293,135,,,,,,,,
24,329,54,223,84,152,114,491,144,185,174,335,204,147,234,216,264,235,294,88,,,,,,,,
25,272,55,70,85,287,115,143,145,21,175,391,205,218,235,115,265,234,295,550,,,,,,,,
26,638,56,264,86,88,116,350,146,135,176,139,206,424,236,95,266,449,296,23,,,,,,,,
27,50,57,103,87,149,117,130,147,387,177,142,207,206,237,320,267,273,297,195,,,,,,,,
28,582,58,102,88,506,118,187,148,80,178,115,208,169,238,217,268,467,298,400,,,,,,,,
29,445,59,431,89,431,119,115,149,41,179,160,209,125,239,286,269,617,299,70,,,,,,,,
30,24,60,233,90,46,120,615,150,57,180,75,210,226,240,5,270,46,300,177,,,,,,,,
Centre:,380402,ATAM,DEVKI,NIKETAN,KIDWAI,NAGAR,DT,LUDHIANA,"PB,",ATAM,DEVKI,NIKETAN,KIDWAI,NAGAR,BEHIND,MINI,ROSE,GARDEN,DISTT,LUDHIANA,LUDHIANA,NEET,(UG),2024,Page,No.,2
"PUNJAB,","LUDHIANA,",PUNJAB,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,
301,453,331,205,361,340,391,175,421,345,451,55,481,136,511,224,541,96,571,169,,,,,,,,
302,134,332,90,362,23,392,105,422,507,452,92,482,163,512,127,542,106,572,233,,,,,,,,
303,294,333,275,363,88,393,536,423,498,453,113,483,194,513,15,543,134,573,185,,,,,,,,
304,165,334,555,364,164,394,398,424,92,454,170,484,95,514,152,544,128,574,314,,,,,,,,
305,215,335,531,365,401,395,87,425,431,455,415,485,84,515,282,545,200,575,103,,,,,,,,
306,296,336,129,366,313,396,437,426,185,456,167,486,555,516,199,546,146,576,238,,,,,,,,
307,145,337,90,367,363,397,120,427,458,457,144,487,232,517,4,547,85,577,394,,,,,,,,
308,324,338,304,368,50,398,216,428,145,458,-5,488,59,518,190,548,420,578,287,,,,,,,,
309,691,339,75,369,359,399,413,429,102,459,138,489,162,519,295,549,145,579,244,,,,,,,,
310,70,340,198,370,643,400,538,430,291,460,124,490,384,520,35,550,526,580,118,,,,,,,,
311,294,341,232,371,240,401,259,431,70,461,375,491,396,521,80,551,64,581,575,,,,,,,,
312,631,342,250,372,267,402,140,432,175,462,49,492,133,522,114,552,209,582,104,,,,,,,,
313,151,343,141,373,311,403,96,433,24,463,233,493,89,523,158,553,422,583,601,,,,,,,,
314,154,344,272,374,140,404,364,434,328,464,195,494,203,524,414,554,374,584,314,,,,,,,,
315,141,345,90,375,301,405,189,435,243,465,150,495,221,525,54,555,324,585,499,,,,,,,,
316,358,346,221,376,106,406,485,436,202,466,397,496,603,526,111,556,350,586,119,,,,,,,,
317,336,347,100,377,467,407,363,437,277,467,93,497,244,527,113,557,35,587,140,,,,,,,,
318,218,348,292,378,431,408,186,438,80,468,266,498,211,528,414,558,172,588,134,,,,,,,,
319,319,349,696,379,669,409,329,439,140,469,85,499,135,529,308,559,50,589,164,,,,,,,,
320,91,350,199,380,531,410,500,440,134,470,70,500,323,530,325,560,79,590,365,,,,,,,,
321,245,351,57,381,207,411,220,441,280,471,315,501,165,531,23,561,241,591,136,,,,,,,,
322,195,352,288,382,114,412,67,442,140,472,124,502,199,532,173,562,205,592,58,,,,,,,,
323,135,353,129,383,415,413,315,443,95,473,447,503,283,533,344,563,161,593,563,,,,,,,,
324,73,354,140,384,75,414,97,444,541,474,204,504,550,534,211,564,198,594,250,,,,,,,,
325,291,355,120,385,146,415,152,445,80,475,154,505,144,535,158,565,90,595,100,,,,,,,,
326,501,356,75,386,261,416,150,446,85,476,147,506,222,536,287,566,40,596,122,,,,,,,,
327,576,357,181,387,218,417,137,447,191,477,68,507,226,537,252,567,93,597,65,,,,,,,,
328,426,358,264,388,207,418,77,448,234,478,282,508,182,538,135,568,276,598,275,,,,,,,,
329,469,359,25,389,90,419,360,449,207,479,367,509,150,539,439,569,132,599,56,,,,,,,,
330,285,360,117,390,377,420,150,450,381,480,130,510,117,540,42,570,696,600,112,,,,,,,,
Centre:,380402,ATAM,DEVKI,NIKETAN,KIDWAI,NAGAR,DT,LUDHIANA,"PB,",ATAM,DEVKI,NIKETAN,KIDWAI,NAGAR,BEHIND,MINI,ROSE,GARDEN,DISTT,LUDHIANA,LUDHIANA,NEET,(UG),2024,Page,No.,3
"PUNJAB,","LUDHIANA,",PUNJAB,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,,,,,
601,113,631,322,661,156,691,106,721,190,,,,,,,,,,,,,,,,,,
602,143,632,131,662,129,692,192,722,110,,,,,,,,,,,,,,,,,,
603,76,633,38,663,232,693,225,723,135,,,,,,,,,,,,,,,,,,
604,111,634,232,664,160,694,480,724,18,,,,,,,,,,,,,,,,,,
605,144,635,121,665,223,695,245,725,242,,,,,,,,,,,,,,,,,,
606,44,636,164,666,204,696,219,726,590,,,,,,,,,,,,,,,,,,
607,30,637,99,667,121,697,448,727,232,,,,,,,,,,,,,,,,,,
608,233,638,50,668,493,698,195,728,107,,,,,,,,,,,,,,,,,,
609,355,639,108,669,132,699,120,729,435,,,,,,,,,,,,,,,,,,
610,165,640,177,670,70,700,205,730,35,,,,,,,,,,,,,,,,,,
611,80,641,145,671,167,701,60,731,246,,,,,,,,,,,,,,,,,,
612,243,642,350,672,131,702,259,732,152,,,,,,,,,,,,,,,,,,
